Randomizer Version: 4.4.0
Random Seed: 191563861191468
Settings String: 318WRIEEjIAAAMABgCRAAKeBnsECQEAFAACCQAuEgAAAAAABRi45ATkAYYICTIGBAIyAAIQRmlyZSBSZWQgKFUpIDEuMZoolK7jwziK

--Patching for National Dex at Start of Game--
Patch successful!

--Randomized Evolutions--
BULBASAUR       -> NIDORINA       
#198 (BIKER ALEX => Dancer Veronica)@240A28 - EXPLOUD Lv42, KANGASKHAN Lv42, ROSELIA Lv42
#199 (BIKER LAO => Dancer Pansy)@240A50 - KINGDRA Lv44, ESPEON Lv44
#200 (BIKER  => Dancer )@240A78 - JIGGLYPUFF Lv8
#201 (BIKER HIDEO => Dancer Rachel)@240AA0 - SLOWKING Lv50
#202 (BIKER RUBEN => Dancer Jacqueline)@240AC8 - SOLROCK Lv42, VILEPLUME Lv42, PARASECT Lv42
#203 (BIKER BILLY => Dancer Tristian)@240AF0 - LUDICOLO Lv50
#204 (BIKER NIKOLAS => Dancer Joey)@240B18 - GARDEVOIR Lv44, JUMPLUFF Lv44
#205 (BIKER JAXON => Dancer Scarlett)@240B40 - VENUSAUR Lv44, SLOWBRO Lv44
#206 (BIKER WILLIAM => Dancer Joey)@240B68 - LANTURN Lv38, SEAKING Lv38, FLYGON Lv38, TROPIUS Lv38, WAILORD Lv38
#207 (BIKER LUKAS => Dancer Marilyn)@240B90 - ROSELIA Lv39, ILLUMISE Lv39, GIRAFARIG Lv39, JIRACHI Lv39
#208 (BIKER ISAAC => Dancer Esteban)@240BB8 - QUAGSIRE Lv42, SPINDA Lv42, JYNX Lv42
#209 (BIKER GERALD => Dancer Thomas)@240BE0 - FERALIGATR Lv44, BLAZIKEN Lv44
#210 (BURGLAR  => Swimmer )@240C08 - GLALIE Lv44, TYPHLOSION Lv44
#211 (BURGLAR  => Swimmer )@240C30 - SWELLOW Lv50
#212 (BURGLAR  => Swimmer )@240C58 - CACTURNE Lv42, GOLDUCK Lv42, UNOWN Lv42
#213 (BURGLAR QUINN => Swimmer Webster)@240C80 - PERSIAN Lv54, DEOXYS Lv54, BLAZIKEN Lv54
#214 (BURGLAR RAMON => Swimmer Scarlett)@240CA8 - SOLROCK Lv62
#215 (BURGLAR DUSTY => Swimmer Cammie)@240CD0 - ESPEON Lv56, GLIGAR Lv56
#216 (BURGLAR ARNIE => Swimmer Chloe)@240CF8 - QUAGSIRE Lv51, FURRET Lv51
#217 (BURGLAR  => Swimmer )@240D20 - WAILORD Lv51, DRAGONITE Lv51
#218 (BURGLAR SIMON => Swimmer Scarlett)@240D48 - REGICE Lv57
#219 (BURGLAR LEWIS => Swimmer Marilyn)@240D70 - MEDICHAM Lv51, HYPNO Lv51
#220 (ENGINEER BAILY => Clerk Zoey)@240D98 - BANETTE Lv32, SLOWKING Lv32
#221 (ENGINEER BRAXTON => Clerk Landon)@240DC0 - SUICUNE Lv32
#222 (ENGINEER BERNIE => Clerk Cammie)@240DE8 - RAYQUAZA Lv27, LEDYBA Lv27, GULPIN Lv27
#223 (FISHERMAN DALE => Artist Kimberley)@240E10 - NIDORINO Lv26, MR. MIME Lv26, CHARIZARD Lv26
#224 (FISHERMAN BARNY => Artist Crystal)@240E38 - FEEBAS Lv26, GROUDON Lv26, RAPIDASH Lv26
#225 (FISHERMAN NED => Artist Mia)@240E60 - DUGTRIO Lv33, SHUCKLE Lv33, MAGMAR Lv33
#226 (FISHERMAN CHIP => Artist Kate)@240E88 - ROSELIA Lv36, CLOYSTER Lv36
#227 (FISHERMAN HANK => Artist Tristian)@240EB0 - NIDOKING Lv41
#228 (FISHERMAN ELLIOT => Artist Alex)@240ED8 - CLOYSTER Lv32, GRANBULL Lv32, PERSIAN Lv32, WAILORD Lv32
#229 (FISHERMAN RONALD => Artist Zoey)@240F00 - CASTFORM Lv42, FLYGON Lv42, SCEPTILE Lv42, WALREIN Lv42
#230 (FISHERMAN CLAUDE => Artist Kristine)@240F28 - HYPNO Lv47, MISDREAVUS Lv47
#231 (FISHERMAN WADE => Artist Anne)@240F50 - NIDOQUEEN Lv41, SCEPTILE Lv41, MASQUERAIN Lv41, STEELIX Lv41, ESPEON Lv41, TOGETIC Lv41
#232 (FISHERMAN NOLAN => Artist Crystal)@240F78 - BRELOOM Lv50, KINGLER Lv50
#233 (FISHERMAN ANDREW => Artist Cristiano)@240FA0 - KABUTOPS Lv36, FLAREON Lv36
#234 (SWIMMER♂ LUIS => Fisher Crystal)@240FC8 - SLOWBRO Lv24, HO-OH Lv24
#235 (SWIMMER♂ RICHARD => Fisher Marcellus)@240FF0 - MILOTIC Lv45, BEEDRILL Lv45
#236 (SWIMMER♂ REECE => Fisher Sonya)@241018 - TENTACRUEL Lv44, ILLUMISE Lv44, VICTREEBEL Lv44
#237 (SWIMMER♂ MATTHEW => Fisher Kim)@241040 - SEVIPER Lv45, MILTANK Lv45
#238 (SWIMMER♂ DOUGLAS => Fisher Noelle)@241068 - BELLOSSOM Lv41, LUNATONE Lv41, CELEBI Lv41, NINJASK Lv41
#239 (SWIMMER♂ DAVID => Fisher Lawrence)@241090 - RHYDON Lv44, STANTLER Lv44, LUNATONE Lv44
#240 (SWIMMER♂ TONY => Fisher Mallorie)@2410B8 - LUNATONE Lv45, PINSIR Lv45
#241 (SWIMMER♂ AXLE => Fisher Cammie)@2410E0 - HERACROSS Lv41, RELICANTH Lv41, TENTACRUEL Lv41, BLISSEY Lv41, WEEZING Lv41
#242 (SWIMMER♂ BARRY => Fisher Lillianna)@241108 - RELICANTH Lv47, NOCTOWL Lv47
#243 (SWIMMER♂ DEAN => Fisher Max)@241130 - SWAMPERT Lv53
#244 (SWIMMER♂ DARRIN => Fisher Stacey)@241158 - AZUMARILL Lv42, LATIAS Lv42, LAPRAS Lv42, KINGLER Lv42
#245 (SWIMMER♂ SPENCER => Fisher Zoey)@241180 - MACHAMP Lv50, GOLDUCK Lv50
#246 (SWIMMER♂ JACK => Fisher Jo)@2411A8 - MASQUERAIN Lv56
#247 (SWIMMER♂ JEROME => Fisher Veronica)@2411D0 - LAPRAS Lv50, FARFETCH’D Lv50
#248 (SWIMMER♂ ROLAND => Fisher Jimmy)@2411F8 - PLUSLE Lv48, REGIROCK Lv48, BLAZIKEN Lv48
#249 (CUE BALL KOJI => Fan Jill)@241220 - ROSELIA Lv42, FEAROW Lv42, SEAKING Lv42
#250 (CUE BALL LUKE => Fan Wayne)@241248 - MEDICHAM Lv44, MAGCARGO Lv44
#251 (CUE BALL CAMRON => Fan Florentino)@241270 - RELICANTH Lv44, DONPHAN Lv44
#252 (CUE BALL RAUL => Fan Mike)@241298 - FLAREON Lv44, FLYGON Lv44
#253 (CUE BALL ISAIAH => Fan Jonathan)@2412C0 - SEVIPER Lv44, CRAWDAUNT Lv44
#254 (CUE BALL ZEEK => Fan Lawrence)@2412E8 - GRANBULL Lv50
#255 (CUE BALL JAMAL => Fan Crystal)@241310 - EXEGGUTOR Lv39, EXEGGUTOR Lv39, MAGNETON Lv39, AERODACTYL Lv39
#256 (CUE BALL COREY => Fan Stacey)@241338 - VENUSAUR Lv44, NIDOQUEEN Lv44
#257 (CUE BALL CHASE => Fan Wellington)@241360 - LATIOS Lv47, RAYQUAZA Lv47, CRADILY Lv47
#258 (GAMER HUGO => God Cammie)@241388 - NATU Lv27, KABUTO Lv27
#259 (GAMER JASPER => God Crystal)@2413B0 - HARIYAMA Lv27, GOLDUCK Lv27
#260 (GAMER DIRK => God Tristian)@2413D8 - VICTREEBEL Lv27, SWALOT Lv27
#261 (GAMER DARIAN => God Wellington)@241400 - EKANS Lv27, QUAGSIRE Lv27
#262 (GAMER STAN => God Daniel)@241428 - PLUSLE Lv33, LUNATONE Lv33, NIDOQUEEN Lv33
#263 (GAMER  => God )@241450 - JIRACHI Lv8
#264 (GAMER RICH => God Stacey)@241478 - ROSELIA Lv36, FARFETCH’D Lv36
#265 (BEAUTY BRIDGET => Strong Man Kristine)@2414A0 - TYRANITAR Lv32, GRANBULL Lv32, EXEGGUTOR Lv32, TYPHLOSION Lv32
#266 (BEAUTY TAMIA => Strong Man Veronica)@2414C8 - TROPIUS Lv36, AZUMARILL Lv36
#267 (BEAUTY LORI => Strong Man Mike)@2414F0 - DELCATTY Lv36
#268 (BEAUTY LOLA => Strong Man Antoinette)@241518 - DEOXYS Lv41, GOREBYSS Lv41, POLITOED Lv41
#269 (BEAUTY SHEILA => Strong Man Scott)@241540 - HYPNO Lv44, POLITOED Lv44
#270 (SWIMMER♀ TIFFANY => Technician Mia)@241568 - LEDIAN Lv53
#271 (SWIMMER♀ NORA => Technician Joe)@241590 - VICTREEBEL Lv45, ZAPDOS Lv45, PERSIAN Lv45
#272 (SWIMMER♀ MELISSA => Technician Marcellus)@2415B8 - VAPOREON Lv47, ROSELIA Lv47
#273 (BEAUTY GRACE => Strong Man Pi)@2415E0 - DELIBIRD Lv44, WAILORD Lv44
#274 (BEAUTY OLIVIA => Strong Man Zoey)@241608 - LUDICOLO Lv44, BUTTERFREE Lv44
#275 (BEAUTY LAUREN => Strong Man Wayne)@241630 - BLISSEY Lv50, BELLOSSOM Lv50, AMPHAROS Lv50
#276 (SWIMMER♀ ANYA => Technician Zoey)@241658 - FLAREON Lv41, LUNATONE Lv41, XATU Lv41, WHISCASH Lv41, MAGCARGO Lv41
#277 (SWIMMER♀ ALICE => Technician Jasmine)@241680 - DEWGONG Lv45, GRUMPIG Lv45
#278 (SWIMMER♀ CONNIE => Technician Daniel)@2416A8 - AGGRON Lv44, HOUNDOOM Lv44, MUK Lv44
#279 (SWIMMER♀ SHIRLEY => Technician Esteban)@2416D0 - SHIFTRY Lv45, LATIOS Lv45, SLOWBRO Lv45
#280 (PSYCHIC JOHAN => Ranger Webster)@2416F8 - MILOTIC Lv47, VENOMOTH Lv47, SOLROCK Lv47, ELECTRODE Lv47
#281 (PSYCHIC TYRON => Ranger Joe)@241720 - GRANBULL Lv51, BUTTERFREE Lv51
#282 (PSYCHIC CAMERON => Ranger Pi)@241748 - SHEDINJA Lv50, VICTREEBEL Lv50, TENTACRUEL Lv50
#283 (PSYCHIC PRESTON => Ranger Alex)@241770 - GLIGAR Lv57
#284 (ROCKER RANDALL => Artist Landon)@241798 - VOLBEAT Lv30, CRAWDAUNT Lv30, POLIWRATH Lv30
#285 (ROCKER LUCA => Artist Jessica)@2417C0 - VAPOREON Lv44, SLOWBRO Lv44
#286 (JUGGLER DALTON => Doctor Jacqueline)@2417E8 - TYPHLOSION Lv44, SLAKING Lv44
#287 (JUGGLER NELSON => Doctor Jasmine)@241810 - KINGLER Lv62, SALAMENCE Lv62, DEOXYS Lv62, GOREBYSS Lv62
#288 (JUGGLER KIRK => Doctor Noelle)@241838 - CRAWDAUNT Lv47, VAPOREON Lv47, GIRAFARIG Lv47, GLIGAR Lv47
#289 (JUGGLER SHAWN => Doctor Wayne)@241860 - WOBBUFFET Lv51, SCEPTILE Lv51
#290 (JUGGLER GREGORY => Doctor Scarlett)@241888 - VENUSAUR Lv72
#291 (JUGGLER EDWARD => Doctor Kim)@2418B0 - RELICANTH Lv69, BLAZIKEN Lv69, LATIOS Lv71, PRIMEAPE Lv72
#292 (JUGGLER KAYDEN => Doctor Marcellus)@2418D8 - WAILORD Lv57
#293 (JUGGLER NATE => Doctor Jimmy)@241900 - GYARADOS Lv51, MAGMAR Lv51
#294 (TAMER PHIL => Servant Cammie)@241928 - FLAREON Lv51, LAPRAS Lv51
#295 (TAMER EDGAR => Servant Marcellus)@241950 - TAUROS Lv50, ARIADOS Lv50, EXEGGUTOR Lv50
#296 (TAMER JASON => Servant Mia)@241978 - ILLUMISE Lv65
#297 (TAMER COLE => Servant Marshall)@2419A0 - CRADILY Lv59, NIDOQUEEN Lv59
#298 (TAMER VINCENT => Servant Jasmine)@2419C8 - VENOMOTH Lv66, DONPHAN Lv66
#299 (TAMER JOHN => Servant Lawrence)@2419F0 - VAPOREON Lv63, VAPOREON Lv63, EXPLOUD Lv63, POLIWRATH Lv63
#300 (BIRD KEEPER SEBASTIAN => Ghostwriter Jessica)@241A18 - LUGIA Lv44, ESPEON Lv44
#301 (BIRD KEEPER PERRY => Ghostwriter Thomas)@241A40 - TYPHLOSION Lv38, FLAREON Lv38, MUK Lv38, CASTFORM Lv38, AMPHAROS Lv38
#302 (BIRD KEEPER ROBERT => Ghostwriter Kim)@241A68 - LATIAS Lv39, MEWTWO Lv39, TENTACRUEL Lv39, SLOWBRO Lv39
#303 (BIRD KEEPER DONALD => Ghostwriter Jo)@241A90 - CLOYSTER Lv50
#304 (BIRD KEEPER BENNY => Ghostwriter Kimberley)@241AB8 - DRAGONITE Lv44, ARMALDO Lv44
#305 (BIRD KEEPER EDWIN => Ghostwriter Daniel)@241AE0 - ILLUMISE Lv39, SEVIPER Lv39, EXPLOUD Lv39, MILTANK Lv39
#306 (BIRD KEEPER CHESTER => Ghostwriter Kate)@241B08 - WAILORD Lv42, MANECTRIC Lv42, ENTEI Lv42
#307 (BIRD KEEPER WILTON => Ghostwriter Max)@241B30 - PIDGEOT Lv44, KANGASKHAN Lv44
#308 (BIRD KEEPER RAMIRO => Ghostwriter Antoinette)@241B58 - UMBREON Lv51
#309 (BIRD KEEPER JACOB => Ghostwriter Daniel)@241B80 - MANECTRIC Lv39, LATIOS Lv39, ELECTABUZZ Lv39, ALTARIA Lv39
#310 (BIRD KEEPER ROGER => Ghostwriter Landon)@241BA8 - FERALIGATR Lv45, ROSELIA Lv45, GRUMPIG Lv45
#311 (BIRD KEEPER REED => Ghostwriter Ann)@241BD0 - OMASTAR Lv59, RHYDON Lv59, GENGAR Lv59, VOLBEAT Lv59
#312 (BIRD KEEPER KEITH => Ghostwriter Zoey)@241BF8 - RAPIDASH Lv59, TAUROS Lv59
#313 (BIRD KEEPER CARTER => Ghostwriter Leo)@241C20 - EXEGGUTOR Lv42, VOLBEAT Lv42, CRADILY Lv42
#314 (BIRD KEEPER MITCH => Ghostwriter Malcolm)@241C48 - BANETTE Lv39, CRAWDAUNT Lv39, TAUROS Lv39, GOREBYSS Lv39
#315 (BIRD KEEPER BECK => Ghostwriter Anne)@241C70 - AERODACTYL Lv44, LUNATONE Lv44
#316 (BIRD KEEPER MARLON => Ghostwriter Noelle)@241C98 - CACTURNE Lv42, RHYDON Lv42, ROSELIA Lv42
#317 (BLACK BELT KOICHI => Botanist Jacqueline)@241CC0 - SLOWKING@BLACK BELT Lv56, SLAKING@BLACK BELT Lv56
#318 (BLACK BELT MIKE => Botanist Kimberley)@241CE8 - WIGGLYTUFF@BLACK BELT Lv47, ABSOL@BLACK BELT Lv47, BEEDRILL@BLACK BELT Lv47
#319 (BLACK BELT HIDEKI => Botanist Webster)@241D10 - FEAROW@BLACK BELT Lv48, CAMERUPT@BLACK BELT Lv48
#320 (BLACK BELT AARON => Botanist Mallorie)@241D38 - PILOSWINE@BLACK BELT Lv54
#321 (BLACK BELT HITOSHI => Botanist Joe)@241D60 - SLAKING@BLACK BELT Lv47, XATU@BLACK BELT Lv47, MAGNETON@BLACK BELT Lv47
#322 (BLACK BELT ATSUSHI => Botanist Wayne)@241D88 - SWELLOW@BLACK BELT Lv60, BELLOSSOM@BLACK BELT Lv60
#323 (BLACK BELT KIYO => Botanist Cammie)@241DB0 - TORKOAL@BLACK BELT Lv65
#324 (BLACK BELT TAKASHI => Botanist Kimberley)@241DD8 - LUDICOLO@BLACK BELT Lv57, WIGGLYTUFF@BLACK BELT Lv57, FLYGON@BLACK BELT Lv57
#325 (BLACK BELT DAISUKE => Botanist Lawrence)@241E00 - SCEPTILE@BLACK BELT Lv65, SEVIPER@BLACK BELT Lv65, CASTFORM@BLACK BELT Lv65
#326 (RIVAL TERRY => Weightlifter Malcolm)@241E28 - WAILMER Lv8
#327 (RIVAL TERRY => Weightlifter Malcolm)@241E50 - VIBRAVA Lv8
#328 (RIVAL TERRY => Weightlifter Malcolm)@241E78 - ARBOK Lv8
#329 (RIVAL TERRY => Weightlifter Malcolm)@241EA0 - HARIYAMA Lv14, WAILMER Lv14
#330 (RIVAL TERRY => Weightlifter Malcolm)@241EC8 - VOLBEAT Lv14, VIBRAVA Lv14
#331 (RIVAL TERRY => Weightlifter Malcolm)@241EF0 - ZUBAT Lv14, ARBOK Lv14
#332 (RIVAL TERRY => Weightlifter Malcolm)@241F18 - PHANPY Lv26, FORRETRESS Lv24, GOLDUCK Lv23, WAILMER Lv27
#333 (RIVAL TERRY => Weightlifter Malcolm)@241F40 - OMANYTE Lv26, BELLOSSOM Lv24, SCYTHER Lv23, VIBRAVA Lv27
#334 (RIVAL TERRY => Weightlifter Malcolm)@241F68 - SOLROCK Lv26, BRELOOM Lv24, ABSOL Lv23, ARBOK Lv27
#335 (SCIENTIST TED => Fisher Jessica)@241F90 - VAPOREON Lv44, AERODACTYL Lv44
#336 (SCIENTIST CONNOR => Fisher Jonathan)@241FB8 - RATICATE Lv39, DRAGONITE Lv39, SPINDA Lv39, CAMERUPT Lv39
#337 (SCIENTIST JERRY => Fisher Joe)@241FE0 - ESPEON Lv42, SUNFLORA Lv42, MIGHTYENA Lv42
#338 (SCIENTIST JOSE => Fisher Jimmy)@242008 - LANTURN Lv44, LUVDISC Lv44
#339 (SCIENTIST RODNEY => Fisher Tia)@242030 - BEEDRILL Lv50
#340 (SCIENTIST BEAU => Fisher Pansy)@242058 - PELIPPER Lv39, FORRETRESS Lv39, BEEDRILL Lv39, HYPNO Lv39
#341 (SCIENTIST TAYLOR => Fisher Max)@242080 - BLASTOISE Lv38, NINETALES Lv38, AGGRON Lv38, BLAZIKEN Lv38, WEEZING Lv38
#342 (SCIENTIST JOSHUA => Fisher Kimberley)@2420A8 - STEELIX Lv44, LUNATONE Lv44
#343 (SCIENTIST PARKER => Fisher Scott)@2420D0 - MUK Lv44, HARIYAMA Lv44
#344 (SCIENTIST ED => Fisher Wellington)@2420F8 - ROSELIA Lv42, QUAGSIRE Lv42, SALAMENCE Lv42
#345 (SCIENTIST TRAVIS => Fisher Cammie)@242120 - SOLROCK Lv44, BLAZIKEN Lv44
#346 (SCIENTIST BRAYDON => Fisher Mike)@242148 - BANETTE Lv50, KANGASKHAN Lv50, DUGTRIO Lv50
#347 (SCIENTIST IVAN => Fisher Kimberley)@242170 - SEVIPER Lv51, GRANBULL Lv51
#348 (BOSS GIOVANNI => Trainer Joey)@242198 - ARCANINE Lv38, PILOSWINE Lv36, REGICE Lv36, MILOTIC Lv36, ESPEON Lv36, CRAWDAUNT Lv44
#349 (BOSS GIOVANNI => Trainer Joey)@2421C0 - KABUTOPS Lv56, MINUN Lv53, URSARING Lv56, CASTFORM Lv53, RAPIDASH Lv53, SMEARGLE Lv62
#350 (LEADER GIOVANNI => Elite Four Joey)@2421E8 - TANGELA Lv68, ILLUMISE Lv63, MASQUERAIN Lv66, SUNFLORA Lv68, SLOWKING Lv63, NOCTOWL Lv75
#351 (TEAM ROCKET GRUNT => Cyclist Kim)@242210 - VIBRAVA Lv20, SHUCKLE Lv20
#352 (TEAM ROCKET GRUNT => Cyclist Max)@242238 - SMEARGLE Lv17, DUGTRIO Lv17, TENTACRUEL Lv17
#353 (TEAM ROCKET GRUNT => Cyclist Jacqueline)@242260 - ZAPDOS Lv17, VIGOROTH Lv17
#354 (TEAM ROCKET GRUNT => Cyclist Donna)@242288 - SPEAROW Lv20, ZIGZAGOON Lv20
#355 (TEAM ROCKET GRUNT => Cyclist Mark)@2422B0 - SLOWBRO Lv26, GIRAFARIG Lv26
#356 (TEAM ROCKET GRUNT => Cyclist Ann)@2422D8 - BELDUM Lv23, SALAMENCE Lv23
#357 (TEAM ROCKET GRUNT => Cyclist Ann)@242300 - CAMERUPT Lv30, SCEPTILE Lv30
#358 (TEAM ROCKET GRUNT => Cyclist Daniel)@242328 - AGGRON Lv32, BLAZIKEN Lv32
#359 (TEAM ROCKET GRUNT => Cyclist Pansy)@242350 - FERALIGATR Lv32, HERACROSS Lv32
#360 (TEAM ROCKET GRUNT => Cyclist Daniel)@242378 - CLOYSTER Lv30, GRANBULL Lv30, PELIPPER Lv30
#361 (TEAM ROCKET GRUNT => Cyclist Webster)@2423A0 - LOUDRED Lv29, FERALIGATR Lv29, SLAKOTH Lv29, HUNTAIL Lv29
#362 (TEAM ROCKET GRUNT => Cyclist Donna)@2423C8 - KABUTOPS Lv33, ARBOK Lv33
#363 (TEAM ROCKET GRUNT => Cyclist Jill)@2423F0 - LAPRAS Lv26, MAGBY Lv26, MURKROW Lv26, NIDORAN♀ Lv26, AMPHAROS Lv26
#364 (TEAM ROCKET GRUNT => Cyclist Joey)@242418 - AMPHAROS Lv30, OMASTAR Lv30, SOLROCK Lv30
#365 (TEAM ROCKET GRUNT => Cyclist Crystal)@242440 - ELECTRODE Lv32, UNOWN Lv32
#366 (TEAM ROCKET GRUNT => Cyclist Sonya)@242468 - DRAGONITE Lv35, EXEGGUTOR Lv35, LEDIAN Lv35
#367 (TEAM ROCKET GRUNT => Cyclist Zoey)@242490 - GRUMPIG Lv35, MAGNETON Lv35, SWELLOW Lv35
#368 (TEAM ROCKET GRUNT => Cyclist Joe)@2424B8 - DONPHAN Lv32, DUGTRIO Lv32
#369 (TEAM ROCKET GRUNT => Cyclist Leo)@2424E0 - TROPIUS Lv38, MILTANK Lv38, MANECTRIC Lv38
#370 (TEAM ROCKET GRUNT => Cyclist Zoey)@242508 - RHYDON Lv39, LUDICOLO Lv39
#371 (TEAM ROCKET GRUNT => Cyclist Cammie)@242530 - BLISSEY Lv35, JOLTEON Lv35, PRIMEAPE Lv35, ALTARIA Lv35
#372 (TEAM ROCKET GRUNT => Cyclist Sonya)@242558 - SCEPTILE Lv39, MEGANIUM Lv39
#373 (TEAM ROCKET GRUNT => Cyclist Joe)@242580 - ENTEI Lv44, ENTEI Lv44
#374 (TEAM ROCKET GRUNT => Cyclist Pansy)@2425A8 - QWILFISH Lv38, QWILFISH Lv38, FLAREON Lv38, MAGNETON Lv38, TENTACRUEL Lv38
#375 (TEAM ROCKET GRUNT => Cyclist Bob)@2425D0 - FARFETCH’D Lv42, CLEFABLE Lv42, CLOYSTER Lv42
#376 (TEAM ROCKET GRUNT => Cyclist Scott)@2425F8 - WOBBUFFET Lv44, VENUSAUR Lv44
#377 (TEAM ROCKET GRUNT => Cyclist Dudley)@242620 - MOLTRES Lv42, POLIWRATH Lv42, BRELOOM Lv42
#378 (TEAM ROCKET GRUNT => Cyclist Tristian)@242648 - ALTARIA Lv50
#379 (TEAM ROCKET GRUNT => Cyclist Lawrence)@242670 - REGISTEEL Lv50
#380 (TEAM ROCKET GRUNT => Cyclist Mallorie)@242698 - VAPOREON Lv44, REGIROCK Lv44
#381 (TEAM ROCKET GRUNT => Cyclist Wayne)@2426C0 - KABUTOPS Lv42, SHEDINJA Lv42, SANDSLASH Lv42
#382 (TEAM ROCKET GRUNT => Cyclist Pi)@2426E8 - LAPRAS Lv39, EXEGGUTOR Lv39, ARIADOS Lv39, GOLDUCK Lv39
#383 (TEAM ROCKET GRUNT => Cyclist Jill)@242710 - URSARING Lv44, EXEGGUTOR Lv44
#384 (TEAM ROCKET GRUNT => Cyclist Jasmine)@242738 - SHUCKLE Lv44, MAGNETON Lv44
#385 (TEAM ROCKET GRUNT => Cyclist Chloe)@242760 - VAPOREON Lv39, MURKROW Lv39, WHISCASH Lv39, RAPIDASH Lv39
#386 (TEAM ROCKET GRUNT => Cyclist Ann)@242788 - FARFETCH’D Lv42, BLISSEY Lv42, TAUROS Lv42
#387 (TEAM ROCKET GRUNT => Cyclist Donna)@2427B0 - GYARADOS Lv42, HYPNO Lv42, GOLDUCK Lv42
#388 (TEAM ROCKET GRUNT => Cyclist Mallorie)@2427D8 - AERODACTYL Lv42, BANETTE Lv42, SLOWKING Lv42
#389 (TEAM ROCKET GRUNT => Cyclist Mia)@242800 - STARMIE Lv50
#390 (TEAM ROCKET GRUNT => Cyclist Alex)@242828 - JOLTEON Lv38, GYARADOS Lv38, ALAKAZAM Lv38, DONPHAN Lv38, LAPRAS Lv38
#391 (TEAM ROCKET GRUNT => Cyclist Esteban)@242850 - HITMONCHAN Lv48, MOLTRES Lv48, GYARADOS Lv48
#392 (COOLTRAINER SAMUEL => Artisan Jacqueline)@242878 - MINUN Lv56, SLOWKING Lv56, GOREBYSS Lv57, JOLTEON Lv59, CLAYDOL Lv59
#393 (COOLTRAINER GEORGE => Artisan Mark)@2428A0 - SPINDA Lv63, MANECTRIC Lv63, STARMIE Lv63, POLITOED Lv63, DUSCLOPS Lv63
#394 (COOLTRAINER COLBY => Artisan Kimberley)@2428C8 - STEELIX Lv62, CAMERUPT Lv63, ALTARIA Lv63, CROBAT Lv63, LUDICOLO Lv65
#395 (COOLTRAINER PAUL => Artisan Wayne)@2428F0 - MANECTRIC Lv63, GYARADOS Lv63, RHYDON Lv63, BRELOOM Lv63, DODRIO Lv63
#396 (COOLTRAINER ROLANDO => Artisan Wellington)@242918 - PARASECT Lv63, VENOMOTH Lv63, WAILORD Lv63, ESPEON Lv63, SHIFTRY Lv63
#397 (COOLTRAINER GILBERT => Artisan Lawrence)@242940 - CRAWDAUNT Lv63, SNEASEL Lv63, STEELIX Lv63, NIDOQUEEN Lv63, HITMONLEE Lv63
#398 (COOLTRAINER OWEN => Artisan Forrest)@242968 - LEDIAN Lv63, KINGDRA Lv63, MAWILE Lv63, VENUSAUR Lv63, SNORLAX Lv63
#399 (COOLTRAINER BERKE => Artisan Dudley)@242990 - DUGTRIO Lv63, HITMONTOP Lv63, CLAYDOL Lv63, PORYGON2 Lv63, CLAYDOL Lv63
#400 (COOLTRAINER YUJI => Artisan Jacqueline)@2429B8 - SKARMORY Lv57, HOUNDOOM Lv57, SHIFTRY Lv57, HARIYAMA Lv57, KABUTOPS Lv57
#401 (COOLTRAINER WARREN => Artisan Robin)@2429E0 - SWAMPERT Lv56, BLAZIKEN Lv56, REGICE Lv57, SHARPEDO Lv59, GYARADOS Lv59
#402 (COOLTRAINER MARY => Artisan Wayne)@242A08 - FEAROW Lv33, OMASTAR Lv33, GLALIE Lv33, AMPHAROS Lv33, VENUSAUR Lv33
#403 (COOLTRAINER CAROLINE => Artisan Veronica)@242A30 - TENTACRUEL Lv63, EXPLOUD Lv63, JOLTEON Lv63, VENUSAUR Lv63, WAILORD Lv63
#404 (COOLTRAINER ALEXA => Artisan Joey)@242A58 - CLEFABLE Lv63, SOLROCK Lv63, FLYGON Lv63, RELICANTH Lv63, MAROWAK Lv63
#405 (COOLTRAINER SHANNON => Artisan Daniel)@242A80 - STEELIX Lv63, MAGCARGO Lv63, CRADILY Lv63, DUSTOX Lv63, SWELLOW Lv63
#406 (COOLTRAINER NAOMI => Artisan Mallorie)@242AA8 - LUNATONE Lv63, HUNTAIL Lv63, QWILFISH Lv63, BANETTE Lv63, YANMA Lv63
#407 (COOLTRAINER BROOKE => Artisan Jimmy)@242AD0 - GYARADOS Lv63, VICTREEBEL Lv63, SWELLOW Lv63, URSARING Lv63, TENTACRUEL Lv63
#408 (COOLTRAINER AUSTINA => Artisan Esteban)@242AF8 - AGGRON Lv63, SOLROCK Lv63, ARIADOS Lv63, QWILFISH Lv63, BLASTOISE Lv63
#409 (COOLTRAINER JULIE => Artisan Mia)@242B20 - ARIADOS Lv63, PORYGON2 Lv63, UNOWN Lv63, BLISSEY Lv63, SHIFTRY Lv63
#410 (ELITE FOUR LORELEI => Elite Four Marcellus)@242B48 - HUNTAIL Lv78, TYPHLOSION Lv77, CHARIZARD Lv78, LEDIAN Lv81, LUNATONE Lv77, MASQUERAIN@SITRUS BERRY Lv81
#411 (ELITE FOUR BRUNO => Elite Four Florentino)@242B70 - MOLTRES Lv77, POLIWRATH Lv80, ILLUMISE Lv80, SANDSLASH Lv81, CROBAT Lv77, SMEARGLE@SITRUS BERRY Lv84
